cod,numero_caso,descripcion,area_resolutor,estado
2680,2816,Invitado desea que se le remita la constancia de los retiros realizados en noviembre // puesto que indica que banco esta reteniendo esos retiros.,SOPORTE,CERRADO
2681,2817,Invitado nievel 1 menciona que jugando poker tuvo jugada ganadora con un premio de 1680 // la apuesta fue de 280 la base y 560 el bet siendo el total de 840 y generando el doble en premio.,CONTROL Y GESTION,CERRADO
2682,2818,invitado realiza queja puesto que el día 9 de noviembre estaba con premios y de un momento la plataforma comenzó a fallar.,SOPORTE,CERRADO
2683,2819,PC / chrome / Cable de red Juego correcto: Leprechaun Links Invitada indica que juego le abrió 15 jugadas gratis // ganó S/90 pero no se actualizaron en su saldo // pide que revisen la máquina y que le den su ganancia. ,CONTROL Y GESTION - SOPORTE,CERRADO
2684,2820,incidente sucede el 10/11/2021 06:24:48 hrs en donde el sistema descuenta S/400 por una jugada que según invitado era pasada // invitado solicita devolución. Invitado escribe: "acabo de depositar y en la pantalla bien claro salía que recién estaba terminando de sacar las cartas de la otra jugada y salía el tiempo arriba // hice mi apuesta y resulta que esa jugada era de la mía. Es imposible // como voy a apostar encima de unas cartas que ya salieron. En la imagen está bien claro que esa jugada es la anterior // osea que automáticamente se volvió la misma jugada . Exijo la devolución" Se adjunta imagen de invitado y de alira. ,SOPORTE,CERRADO
2685,2821,Invitada solicita la modificación de su nombre de usuario // no indica el motivo. Solicita que se cambie de "estherbellido" a "str84". Se realiza la validación de sus datos.   Se adjunta imagen. ,SOPORTE,CERRADO
2686,2822,Invitada no reconoce la apuesta del día 10/11/2021  03:21:08 por S/300. Se visualiza que sus apuestas suelen ser de max S/1.50 // se refuerza que máquinas no se programan solas // consultamos si apretó de casualidad algún botón de apuesta máxima // a lo que indica que ella no apretó nada. Se adjunta imagen de Alira.,SOPORTE,CERRADO
2687,2823,Invita consulta por el retiro solicitado el 07/11/2021 21:44:51 // se informa que éste ya fue enviado a su cuenta IBK // a lo invitada indica que no llegó. Iniciará un reclamo con el banco // así que solicita un correo formal en donde se notifique que este retiro ya fue enviado. Se refuerza que puede visualizar ello desde su historial de cuenta de casino. Se adjunta imagen de Alira.,SOPORTE,CERRADO
2689,2825,Invitada comunica que ha adjuntado una nueva cuenta bancaria INTERBANK para solicitar retiros // indica que la cuenta que tiene aprobada en la plataforma esta anulada. Se adjunta imagen.,FINANZAS - SOPORTE,CERRADO
2690,2826,Se ingresa caso a solicitud de invitado. Indica que la plataforma tiene constantes errores al abonar el pago de los premios. Hoy el pago de sus apuestas de juegos virtuales - deportes virtuales ID 276210911 // 276210912 // 276210913 informa que demoraron mucho considera que es un error reiterativo por parte de nuestro sistema.,SOPORTE,CERRADO
2691,2827,Invitado  insiste con una queja formal ya que no esta de acuerdo con la atención por parte de soporte // pide que lo vea el equipo de fidelización  de clientes. ,SOPORTE,CERRADO
2692,2828,Invitado indica que eliminó su bono de manera casual // solicita que bono sea devuelto // pide se haga una excepción ya que es nuevo y no tenía conocimiento de conversión de bono.  Se adjunta foto de alira. ,SOPORTE,CERRADO
2693,2829,Invitado desea cierre de cuenta,SOPORTE,CERRADO
2694,2830,Invitado desea reactivar su cuenta,SOPORTE,CERRADO
2695,2831,invitado desea reactivacion de cuenta,SOPORTE,CERRADO
2696,2832,Invitada solicita la cancelación de su cuenta // se adjunta imagen de correo. ,SOPORTE,CERRADO
2697,2833,LA INVITADA QUEDO EN EL PUESTO 43 DEL TOP 50 CON 300 SOLES PERO NO LE ABONARON EN SU CUENTA DEL CASINO ONLINE,CONTROL Y GESTION,CERRADO
2698,2834,Cliente no puede ingresar su codigo de sorteo electronico por el monto de 500 soles // le sale "Error. este codigo no es válido".  Codigo: BP500PENF15###140176 Se adjunta foto del error.,VENTAS,CERRADO
2699,2835,Invitada solicita el reporte de sus depósitos del día 8 y 9 // se indica que dicha información puede verla desde su cuenta ingresando a la opción historial // pero comenta que ha tenido problemas con su banco.,SOPORTE,CERRADO
2700,2836,Invitado indica que aún no se le ha abonado premio de evento 1025743627.  Se verifica en altenar "ganador" (fecha y hora de liquidación 12/11/2021 03:52:29). Sin embargo en alira con fecha y hora aprox // no se verifica dicho monto.  Se adjunta imagen. ,CONTROL Y GESTION - SOPORTE,CERRADO
2701,2837,Invitado tuvo un retiro pendiente por el monto de 570 soles y luego realizo un deposito de 1 //000 soles. El bono correspondiente a ese deposito se cancelo por la solicitud de retiro. ( Se adjunta imagen de las operaciones) ,SOPORTE,CERRADO
2702,2838,Invitado le salia erro en el codigo promocional de sorteo electronico y no dejaba ingresarlo a su cuenta online.  codigo : BP300PENF16###e8b7b,CONTROL Y GESTION - PROMOCIONES,CERRADO
2703,2839,Invitada desea cierre de cuenta,SOPORTE,CERRADO
2704,2840,invitado desea cerrar su cuenta,SOPORTE,CERRADO
2705,2841,Invitada reporta que saldo no se actualiza a tiempo (adjunta video que lo demuestra).Visualizamos en Alira que a las 9:39am contaba con un saldo de S/500 //43 // luego a las 09:47 hrs obtuvo un saldo de S/449 //73. Sin embargo // siendo las 9:47 hrs // en el botón SALDO de la página aún muestra el efectivo de las 9:39 hrs (8 minutos de desface). Indica que ya le ha sucedido en otras ocasiones. Invitada lo reporta para poder corregir incidente y evitar confusiones // mas está tranquila y no solicita nada a cambio.,OPERACIONES TI - SOPORTE,CERRADO
2706,2842,Invitado envía correo solicitando la re activación de su cuenta.,SOPORTE,CERRADO
2707,2843,Invitada comunica que el juego DRAGONS BREATH no le ha cargado el premio de 76 soles por una apuesta de 2 soles realizado a las 22:25 horas. Se verifica en el sistema que no ten el rango de hora indicado por la invitada no tiene apuestas de 2 soles o premios por el monto indicado // se informa que tiene apuestas de 3 y 4 soles y un premio de 10 soles. Se indica que las apuestas realizadas por 2 soles fueron realizadas minutos antes (22:26 horas) y que tiene un premio por 75 soles  pero que después tiene apuestas de 20 soles (3) entre las 22:23 y 22:24 pero solo tiene un premio de 10 soles. No esta conforme con la respuesta e indica que desea un reclamo. Invitada no tiene imagen de lo que indica // se adjunta imagen de ALIRA.,CONTROL Y GESTION - SOPORTE,CERRADO
2708,2844,Invitado comunica por teléfono que desea anular su cuenta BBVA adjunta en el sistema para realizar retiros y desea adjuntar la imagen de una cuenta INTERBANK.  Comparte imagen por WAAP.,FINANZAS - SOPORTE,CERRADO
2709,2845,Invitado indica que apostó S/500 a una cuota de 1.82 // ganó pero no se actualizó su saldo. Comenta que generó otra jugada y si le pagó. Solicita le paguen los S/910. (Se adjunta imagen),SOPORTE,CERRADO
2710,2846,Invitado solicita eliminen de su perfil la cuenta bancaria BBVA ya que no la usa // solo desea mantener la cuenta BCP. ,FINANZAS - SOPORTE,CERRADO
2711,2847,Invitado solicita eliminen de su perfil la cuenta bancaria BBVA ya que no la usa // solo desea mantener la cuenta BCP. ,SOPORTE,CERRADO
2712,2848,invitado desea cierre de cuenta y no quiere anuncios ni mensajes,SOPORTE,CERRADO
2713,2849,Invitado solicita la ganancia total de su apuesta (ID TICKET 1027790069)  //ya que no coincide con lo pagado .,CONTROL Y GESTION - SOPORTE,CERRADO
2714,2850,Invitado solicita el cierre de su cuenta // no indica motivo.  Desiste de salgo actual.  Se adjunta foto de correo. ,SOPORTE,CERRADO
2715,2851,Invitada desea el cierre de su cuenta online // indicando que ya no está interesada en seguir participando en juegos de azar.  Desiste se su saldo de s/0.52.  Se adjuntan imágenes de correo. ,SOPORTE,CERRADO
2716,2852,Invitado indica por el chat de la plataforma que no puede hacer uso de su bono // se pregunta si a realizado alguna solicitud de retiro // indicando que si. Se verifica en ele sistema la hora de su solicitud y monto de bono // invitado solicita se vuelva activar su bono. ,SOPORTE,CERRADO
2717,2853,BP500PENF16###1c6dbb  INVITADO CANCELA BONO POR RETIRO PENDIENTE DE APROBACION,VENTAS,CERRADO
2718,2854,BP5000PENF8###103b78  INVITADO CANCELA BONO POR RETIRO PENDIENTE DE APROBACION,VENTAS,CERRADO
2719,2855,invitado indica que su apuesta al evento de Counter Strike G.O de INDE IRAE eSports vs. 00Nation  no indica si es con overtime o no  // dado que aposto a ganador de mapa 2 a 00nation // la cual si gano pero en overtime  // resultado de dicho evento fue en contra del invitado pero no entiende porque. ID de apuesta: 1027974319,CONTROL Y GESTION - SOPORTE,CERRADO
2720,2856,Invitada menciona que sale código invalidó // intentó desde su celular y la laptop e igual // le sale el mismo mensaje. Celular / chrome / Datos,SOPORTE - PROMOCIONES,CERRADO
2721,2857,Invitada no recuerda el monto de apuesta // sin embargo // indica que está jugando ruleta y salió el número 19 pero no le pagó // indica que tenía 20 plenos. No brinda mayor información. Indica que fue su última jugada // se visualiza en alira que la última fue pagada // se indica a invitada pero comenta que ese premio no corresponde. Se adjuntan pantallazos de unas partes del chat. ,CONTROL Y GESTION - SOPORTE,CERRADO
2722,2858,Invitado solicita el cierre de su cuenta online // desistiendo de su saldo de s/0.30. No indica el motivo.   Se adjunta correo. ,SOPORTE,CERRADO
2723,2859,Invitado envía correo para reapertura su cuenta,SOPORTE,CERRADO
2725,2861,En alira figura Blackjack Live Lobby Ezugi - Casino // sin embargo // invitado indica en el chat que es CUMBIA RULETA 1. Indica que realizó apuesta de S/90 // se congeló // salió volvió a ingresar y no le devolvió su dinero // en alira no se visualiza apuesta de ese importe. Solicita la devolución de su dinero.,SOPORTE,CERRADO
2726,2862,Juego | 86391263  Fecha | 17/11/2021 09:19:28 AM Servicio | Ezugi - Casino - Mobile Sala | Blackjack Evolution Mobile Cantidad | -200.00 Proveedor D636967788426927438,CONTROL Y GESTION,CERRADO
2728,2864,Invitado solicita el cierra de cuenta por una decisión personal (no desea especificar). Se adjunta correo.,SOPORTE,CERRADO
2729,2865,Invitado realizó apuesta Perú Vs Venezuela  // sin embargo  // el resultado fué dado como perdido. // Se corrobora con Id de ticket : y lo que jugó fué  //SIMULACIÓN PERÚ VS VENEZUELA .,SOPORTE,CERRADO
2730,2866,Invitado demuestra su molestia por incidente sucedido entre las 16:12 a 16:16. Indica que siempre le sale un error en este juego // justo cuando le sale free spin le sale mensaje de error // debe volver a conectarse y efectivamente a volver a conectar sí paga // PERO NO LOGRO VER LOS JUEGO // indica "es relamente molesto porque uno quiere ver sus juegos gratis y eran 30 juegos // tengo que estar dandole reload a la página todo el tiempo" . Se refuerza que se debe a UN INCONVENIENTE DE CONEXIÓN (se recomienda conectar a internet por cable // limpiar cookies e historia) // pero invitado insiste en que su conexión es correcta // pues sólo le sucede con este juego // ya viene abriéndolo hace varios días. SE INGRESA RECLAMO A INSISTENCIA DE INVITADO.,CONTROL Y GESTION - OPERACIONES TI - SOPORTE,CERRADO
2731,2867,-CUANDO LA INVITADA INTENTA INGRESAR A NUESTRA PLATAFORMA  // LE APARECE MENSAJE QUE NO PUEDE ACCEDER DESDE SU ZONA GEOGRÁFICA. LA INVITADA SE ENCUENTRA EN LIMA.  -TENER EN CUENTA QUE EL ERROR APARECE CUANDO SE CONECTA A SU WIFI.  -CUANDO JUEGA DESDE SU CELULAR CON DATOS MÓVILES NO TIENE PROBLEMAS -SE ADJUNTA IMAGEN DEL MENSAJE  // IMAGEN DE IP.  ,OPERACIONES TI,CERRADO
2732,2868,Invitada realiza su depósito y hasta el momento figura como "En curso" // monto sí fue debitado.   Se adjunta constancia de pago con el código CIP: 87576742 ,FINANZAS - SOPORTE,CERRADO
2733,2869,Invitada solicita cambio de usuario. Se ingresa solicitud para evaluar si es posible.  Nuevo usuario a cambiar:  EMEPE,SOPORTE,CERRADO
2734,2870,Se brinda código de sorteo electrónico por el monto de S/4 //000 y no pudo utilizarlo ya que tenia una solicitud de retiro anterior en estado "Nueva".  Se verifica nuevamente y su bono se elimino ya que el estado de su retiro ahora es " Aprobada". Se adjuntan fotos.,SOPORTE,CERRADO
2735,2871,Invitado solicita el cierre de cuenta // se responde correo solicitando desista de su saldo efectivo (0.90) // contesta aceptando. (Se adjuntan imágenes).,SOPORTE,CERRADO
2736,2872,Invitada indica que el progresivo le da el premio pero no se suma a su saldo final. Solicita que se le reponga el monto que no se le suma. Fueron en tres ocasiones: S/. 9.27 a las 11:56pm del 15/11 // S/. 8.88 del 00:02 y S/. 8.22 a las 00:22 del 16/11.,CONTROL Y GESTION - SOPORTE,CERRADO
2737,2873,invitado no reconoce la apuesta que se dio por S/620 al momento de jugar en BlackJack  // exige la devolucion de dicho monto dado que el no ha apostado y no entiende de como despues de que le hayan quitado ese monto tuvo un saldo de S/46.55 y ahi mismo gano un saldo de S/324,SOPORTE,CERRADO
2738,2874,Invitado desea el cierre definitivo de cuenta // ya que está perdiendo mucho y ello lo perjudia. Ojo: Invitado ya solicitó el cierre y reapertura de cuenta en otras ocasiones.,SOPORTE,CERRADO
2739,2875,Invitada no desea que se comuniquen al número 995310132 por ningún motivo ya que es número de trabajo (en ocasiones ella debe salir de vacaciones y los mensajes siguen llegando a sus compañeros de trabajo // ocasionando incomodidad en su entorno). La llamada fue a las 12:08 hrs // lo ha solicitado en reiteradas ocasiones. Por favor atender solicitud.,SOPORTE,CERRADO
2740,2876,Invitado abre chat consultando por su retiro // se informa que fue denegado porque no cumplió con el wager // se invitó a revisar TyC pero invitado indica que desea ingresar un reclamo ya que esas condiciones solo son para el bono (Por más que se le explica que no es así).,SOPORTE,CERRADO
2741,2877,Se solicita reapertura de cuenta puesto que le depositaron a invitada premio habiendo cerrado su cuenta online // se solicita una pronta reapertura para solucionar el impase.,SOPORTE,CERRADO
2742,2878,invitado reclama que todos sus datos están completos pero le sale 30% // se le indica que todos los datos están completos y perfil activo // se le indica como modificar residencia desde su perfil pero no puede menciona.,SOPORTE,CERRADO
2743,2879,Juego | 87096750 Fecha | 20/11/2021 02:49:04 AM 02:47 Servicio | Oryx Mobile - Slots Sala | GAM Maaax Diamonds GDN Mobile Cantidad | -200.00 Proveedor  ORYX2TCN001_5386254571,CONTROL Y GESTION,CERRADO
2744,2880,Invitado solicita el cambio de moneda // de soles a dólares.,SOPORTE,CERRADO
2745,2881,Invitada informa que en su última jugada del día de ayer // a la 1:14PM // se encontraba en atracción y no le pagaron el premio. Se solicita ingresar al juego nuevamente y realizar una apuesta mínima como descarte // sin embargo el inconveniente sigue y los juegos gratis no se reanudan. Se ingresa caso para su revisión. ,CONTROL Y GESTION - SOPORTE,CERRADO
2746,2882,ticket 1030205658 // El día de ayer invitado realizó un parley de 5 eventos  // ya teniendo ganado 3  // pero 1 de ellos aún figuraba como abierto (BOOMING VS JORGE WILSTERMAN) .  Siendo la opción elegida ambos equipos marcan ( min 18 y min 40)  debiendo  darla por ganada  pero no fué así . El cual este hecho perjudicaría en la opción CASHOUT pudiendo aparecer o no aparecer  // dándole la posibilidad de cerrar la apuesta ya con 3 eventos ganados // mientras se derivaba el caso  // el cuarto partido culminó con resultado ganador  // pero aun evento de AMBOS EQUIPOS MARCAN continuaba con resultado a la espera. //  Cliente solicita una respuesta ante este suceso ya que no es la primera vez que le ocurre  este mismo incidente  // perjudicándole en sus siguientes jugadas  // ya que como él indica los segundos son importantes para un apostador . ,SOPORTE,CERRADO
2747,2883,Invitada no reconoce 2 apuestas de s/60.00 en su cuenta // indica que ella solo juega de s/0.60 // se verifica que // de las apuestas realizadas obtuvo premios de s/22.80 y s/34.80. Manifiesta su molestía y solicita que revisen su caso. ,SOPORTE,CERRADO
2748,2884,Invitado indica que hizo una apuesta de 456 soles al player y gano  // pero no le pago el juego ya que se colgo y salio error de conexion // cuandfo vuelve entrar solo le regresan su apuesta de 456 pero no le paga lo que habia ganado.  sala: Baccarat Live Lobby Mobile servicio:  Ezugi - Casino - Mobile proveedor: dc35b51e-f408-4d1f-9ea2-705ca070006d ,CONTROL Y GESTION - OPERACIONES TI - SOPORTE,CERRADO
2749,2885,Invitada envía correo solicitando el cierre de su cuenta por motivos de cuenta bancaria. Se adjunta imagen del correo.,SOPORTE,CERRADO
2750,2886,Invitado envía correo indicando que solicita el cierre de su cuenta. Indica que tanto en el casino físico como online los juegos no le han sido favorables y que cuando ha visitado el casino físico no ha sido bien tratado por los dealers. Se adjunta imagen de correo.,SOPORTE,CERRADO
2751,2887,Invitado comenta que le abrieron juegos gratis // salio un mensaje y se desconectó. Está desde su computadora / chrome / fibra óptica.,CONTROL Y GESTION - SOPORTE,CERRADO
2752,2888,Invitado desea reactivar su cuenta de casino online.   Se adjunta imagen de correo. ,CONTROL Y GESTION,CERRADO
2753,2889,Invitada indica que le abrió 15 juegos gratis y se colgó // salió y volvió a entrar y no cargó // está desde su laptop / chrome / celular. Solicita la revisión del sistema y que le den sus 15 juegos.,CONTROL Y GESTION - SOPORTE,CERRADO
2754,2890,Juega con celular LG y Datos.   Invitada indica que el  juego la sacó intempestivamente cuando estaba en su segunda atracción de los 15 free spins brindados // le salió el mensaje "RECONECTANDO" // ingresó nuevamente y no se le acreditó ningún premio. Intentó desde otro dispositivo e indica que tampoco. Se revisó Alira y no hay pago de premio cercano a la hora.   Se adjunta imagen de Alira e imágenes de invitada. ,CONTROL Y GESTION - SOPORTE,CERRADO
2755,2891,Celular LG // juega con Datos  Invitada indica tener el mismo incidente // cuando el juego le brinda sus free spins  // el la jugada 43 de 45( ganando hasta ese momento s/ 16.80)  // le sale el error" Perdida de conexión con el servidor". Finalmente al ingresar nuevamente al juego // ya no abre y sale una pantalla negra indicando "Conectándose al servidor" . Indica intentó desde otro dispositivo y o abre. No se visualiza premio de pago cercana a la apuesta.   Se adjunta imagen de Alira con la última apuesta en dicho juego e imágenes con los errores. ,CONTROL Y GESTION - SOPORTE,CERRADO
2756,2892,Invitado indica lo siguiente: "Llevo jugando desde el domingo por la noche //lunes madrugada // lunes desde las 10pm hasta este momento que ya es martes 2am y mis puntos no se mueven // en opciones de Cupones tengo cero (se adjunta imagen)" Se visualiza que juega desde el sábado 20/11/2021 a las 01:23:40 hrs hasta el martes 23/11/2021 02:51:56 hrs // invitado solicita que verifiquen los depósitos desde el sábado por la noche ya que ha realizado juego constante sin embargo no se ve cambio alguno en la suma de puntos. En CRM visualizamos que tiene 3 cupones para Vip Royal lo cual equivale a 750 puntos // sin embargo a invitado le aparece 101 puntos. Se adjunta imágenes,OPERACIONES TI - SOPORTE,CERRADO
2757,2893,Invitado solicita el cierre definitivo de su cuenta. Motivo: indica ser ludopata. ,SOPORTE,CERRADO
2759,2895,Invitada genera solicitud  de retiro 22/11/2021 11:22:36 PM // ingresó un código promocional el 23/11/2021 06:58:43 AM // el mismo que fue eliminado ya que la solicitud de retiro fue aprobada el 23/11/2021 08:47:31 AM. ,SOPORTE,CERRADO
2760,2896,Invitada intenta ingresar desde su celular con sus datos móviles (movistar) y por wifi (win) y no puede acceder // se solicitó reinicie router y celular según lo indicado por Mary // sin embargo // sigue sin poder entrar a su cuenta // solicita revisión.,OPERACIONES TI - SOPORTE,CERRADO
2761,2897,Invitado menciona que jugando blackjack  a las 23/11/2021 09:15:52 PM y a las 23/11/2021 9:18:40 pm // le  rechazo su apuesta de 50 soles en cada una. Le regreso la apuesta pero luego se le descontó. No tiene imagenes de lo que menciona.,CONTROL Y GESTION - SOPORTE,CERRADO
2762,2898,Invitada envía correo solicitando la re activación de su cuenta // se adjunta imagen de correo.,SOPORTE,CERRADO
2763,2899,Invitado realiza queja porque menciona que las maquinas están arregladas // en 13 jugadas siempre la maquina saca 21.,SOPORTE,CERRADO
2764,2900,Invitado solicita cierre de cuenta // se adjunta correo de email registrado.,SOPORTE,CERRADO
2765,2901,Invitada indica que quiso solicitar un retiro de s/750.00 pero por error realizó una recarga de s/750.00 vía IBK // ya que no sabía como solicitar el retiro. Se informa que de acuerdo a nuestros TyC al realizar un depósito debe jugar la totalidad del mismo (roll over x1) // sin embargo no acepta respuesta. Se ingresa reclamo a solicitud de invitada y puedan revisar su caso. ,CONTROL Y GESTION - SOPORTE,CERRADO
2767,2903,Invitado solicita el cierre de su cuenta y desiste de su saldo (0.22 centavos) y todas las promociones vigentes. Se adjunta imagen del correo,SOPORTE,CERRADO
2768,2904,Invitada realiza recarga de 300 soles por safety pero a al fecha no impacta en su cuenta,FINANZAS - SOPORTE,CERRADO
2769,2905,invitada envia correo para cierre de cuenta,SOPORTE,CERRADO
2771,2907,Invitada comunica que el día de hoy a las 8am ella estaba en el puesto 1 del torneo visualizandose mensaje de "ranking finalizado"  // ahora verifica que está en el puesto 3. Invitada molesta porque cree que estamos manipulando el resultado para así no pagar el premio real.  No cuenta con evidencias. Se ingresa reclamo a exigencia de invitada.,OPERACIONES TI - SOPORTE,CERRADO
2772,2908,Invitada solicita el cierre de su cuenta // tiene un reclamo #2901 en curso // pero se deja sin vigencia ya que invitada usó todo el dinero que estaba solicitando retirar. Indica que su decisión es porque no está de acuerdo con las políticas y términos de condiciones. Adicional alega lo siguiente: "los tyc no son visibles con facilidad y que nunca leí // esto me ha generado un desbalance económico // por otro lado // la aplicación no me parece amigable // no hay soporte 24/7 // el chat no me parece eficiente y creo que no es confiable // p.e ayer deposité 87 soles y no me avisó que el mínimo era 100 // me dejó avanzar y esperé un montón a que se actualizara mi saldo cosa que no pasó hasta el día siguiente. La verdad que hay muchas mejoras que podrían hacerse para evitar que el cliente se vea perjudicado",SOPORTE,CERRADO
2773,2909,invitado desea apertura de cuenta,SOPORTE,CERRADO
2774,2910,Cuenta de invitado estuvo en SUSPENSIÓN CAUTELAR desde el 8 de Noviembre // 2021 09:54 p.m hasta el 26 de Noviembre // 2021 03:43 p.m. Tuvo un bono de S/100 de su 2do depósito // sin embargo no pudo jugarlo ya que no tuvo acceso a la cuenta y éste venció el 23/11/2021 . Invitado solicita que se reestablezca el bono y que lo estamos perjudicando. Se adjunta chat e imagen de Alira donde se visualiza que bono venció,CONTROL Y GESTION - SOPORTE,CERRADO
2775,2911,Roulette Evolution Mobile //  Ezugi - Casino - Mobile Invitado reclama monto de 9 //900USD. Indica lo siguiente: En la jugada de 7 //500 gano 2 //400 y ese premio desaparece. En el día pierdo 4 //081 si se resta de mi saldo inicial da justo esos 9 //900 que han desaparecido.  Se pide a invitado más detalle sobre el caso // invitado muy incómodo brinda la misma explicación enviando una foto y exigiendo que reclamo sea solucionado a la brevedad. Se adjunta imagenes compartidas.  Se adjunta foto de historial de alira. Se ingresa reclamo con hora en la que invitado empieza a jugar en "Roulette Evolution Mobile" Se contactó por chat a las 4:20pm.,CONTROL Y GESTION - SOPORTE,CERRADO
2776,2912,Invitada no reconoce las jugadas de 375 soles ( son 20 tiros )  Juego: 88794744 Fecha: 27/11/2021 1:40 pm Servicio: Eurasian - Slots Sala:  Día de los Muertos Cantidad : 7500 ( 375 x20 tiros) Proveedor: T181b3316f593,CONTROL Y GESTION,CERRADO
2777,2913,Invitado envía correo indicando detalle de su reclamo // indicando que : 1.Primera jugada sabado 27  22:45 -22:50pm ( eliminaron mi apuesta ganadora + de 120 soles)  2.Segunda jugada sabado 27 22:51pm ( eliminaron mi apuesta ganadora 128 soles)  3.tercera jugada Sabado 27 23:08pm  ( eliminaron mi jugada ganadora 48 soles),CONTROL Y GESTION - SOPORTE,CERRADO
2778,2914,Invitado indica que la apuesta deportiva ID 1032802376  // debió pagarle 176.40 pero solo le dio 124.56 // solicita revisión // se adjuntan imágenes.,SOPORTE,CERRADO
2779,2915,Invitado envía por correo datos de las jugadas en donde eliminaron sus apuestas. 1.Primera jugada sábado 27 22:45 -22:50pm (eliminaron mi apuesta ganadora + de 120 soles) 2.Segunda jugada sábado 27 22:51pm (eliminaron mi apuesta ganadora 128 soles) 3.tercera jugada sábado 27 23:08pm (eliminaron mi jugada ganadora 48 soles) Se adjunta imagen de ALIRA. Indica que no puede enviar el video por correo por que es muy pesado.,SOPORTE,CERRADO
2780,2916,Invitada envía correo solicitando el cierre de su cuenta por temas de ludopatía // indica que si más adelante pide nuevamente la reactivación de su cuenta // no se atienda. Se adjunta imagen. ,SOPORTE,CERRADO
2781,2917,Invitado señala que apuesta 1033161863 fue cancelada y monto aún no ha sido devuelto.  Se corrobora lo expresado por invitado en alira // no se verifica monto de vuelto por apuesta señalada haste el momento. Se ingresa caso para su revisión. Se adjunta fotos. ,CONTROL Y GESTION - SOPORTE,CERRADO
2782,2918,-No cuenta con imágenes// juega desde celular -Mozilla/5.0 (Linux // Android 10 // BLA-L09) AppleWebKit/537.36 (KHTML // like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36 Invitada está muy molesta // ya que indica que luego de su apuesta de las 10:44:08 hrs por $200 // realizó otra por $300 apostando a favor de la banca // indica que la apuesta quedó dentro // luego le entró una llamada telefónica (estaba jugando desde el celular) y a su regreso la banca ganó // pero no le pagaron su premio e incluso se cobraron la apuesta. En su historial de juego no figura la apuesta de $300 que menciona // pero está muy segura que su apuesta fue tomada y ganó. Según la invitada // el premio a otorgar debió ser $585 (os 300 más la ganancia menos el 5 %ciento) // el cual exige que se adevuelto // pues no es la primera vez que le pasa.,SOPORTE,CERRADO
2783,2919,Juego |  Fecha | 29/11/2021 03:15 PM Servicio | Ezugi - Casino - Mobile Sala | SPEED BACCARAT A Cantidad | 9000 Proveedor NO SE ENCUENTRA LA FOTO QUE ENVIA INVITADO EN EL HISTORIAL DE ALIRA // REVISAR EL JUEGO ,CONTROL Y GESTION,CERRADO
2784,2920,Invitado se comunica por chat preguntando cuando le van a reponer su bono ya que había solicitado un retiro. Se explica al invitado los TyC de la promocion BONO DUPLICA // al cual solicita que le generen un reclamo para la posible devolución. Se adjunta imagen de ALIRA. ,SOPORTE,CERRADO
2785,2921,INVITADA SE LE CANCELO SU PREMIO DE SORTEO PORQUE TENIA PENDIENTE UN RETIRO ANTES QUE LE BRINDE EL CODIGO // POR FAVRO REVISAR SU CASO.  CODIGO:  BP100PENF27###4041ce,SOPORTE,CERRADO
2786,2922,Invitada comunica que estuvo jugando en Bingote mobile y que de pronto el juego se detuvo y no seguía // procedió a reiniciar el dispositivo y se dio con la sorpresa que le faltaba un aproximado de 5000 soles. Se observa en el sistema que la invitada estuvo apostando de 20 soles y bajo su apuesta a 2 //3 y 5 soles pero a partir de las 20:51 horas sube su apuesta de forma seguida de 67.06 // 110.98 // 866.65 // 867.37 // 951.05 y 1.157.48 (total de 4 //018 soles) soles las cuales no reconoce y que mañana se dirigirá al casino.,SOPORTE,CERRADO
2787,2923,Invitada solicita el cierre de su cuenta. se adjunta imagen. ,SOPORTE,CERRADO
2788,2924,INVITADP INDICA QUE ES LA 2DA VEZ QUE SE LE CUELGA EL SERVIDOR EN PLENO PAGO // QUE LA VEZ PASADA FUE IGUAL EN 3 PAGOS // ESTA VEZ LA CANTIDAD ES MENOS PERO ES ESTRESANTE QUE ESTO LE SUCEDA // DESEA SABER QUE SOLUCION LE DARAN. FUE 29 ENTRE 12:00 Y 12:15 PM. SE ADJUNTAN IMAGENES QUE MANDA EL INVITADO,SOPORTE,CERRADO
2789,2925,Invitado envía correo solicitando el cierre de su cuenta // se observa que tiene 1.42 de saldo y se responde correo preguntando si desiste del mismo. Se recepciona correo con confirmación por parte del invitado donde confirma anular su cuenta. Se adjunta imagenes.,SOPORTE,CERRADO
2790,2926,Invitada  pensó que el retiro al eliminarse el bono era antes de activarlo  y no durante por ello pide se pueda reactivar el bono ya que no puede jugarlo SE200PENF11###16da36 ,SOPORTE,CERRADO
2791,2927,Invitada ha jugado desde el 29/11/2021 08:17:41 hasta las 30/11/2021 17:41:54 // jugó con efectivo // generando apuesta desde S/1 hasta S/120 // tiene 103 pestañas de juego // sin embargo sólo a podido generar 3 puntos. Está molesta y solicita que revisen detalladamente en caso haya un problema en la actualización de puntos. Se ingresa reclamo a insistencia de invitada.,OPERACIONES TI - SOPORTE,CERRADO
2792,2928,Invitada indica que desde ayer esta jugando con su saldo en efectivo y sus puntos no han cambiado. Se observa que tiene 93 puntos en el festival internacional y 1030 para el vip royal. Se pide imagen pero no lo envía y deja de contestar.,OPERACIONES TI - SOPORTE,CERRADO
